a,b,h1,h2,h3,o,t,delta_h1,delta_h2,delta_h3,delta_o,w_bias_h1,w_a_h1,w_b_h1,w_bias_h2,w_a_h2,w_b_h2,w_bias_h3,w_a_h3,w_b_h3,w_bias_o,w_h1_o,w_h2_o,w_h3_o
  -0.83892,   0.50478,   0.84366,   0.80475,   0.18831,   0.98275,   1.00000,   0.00010,   0.00013,  -0.00012,   0.00029,   1.63017,  -0.41476,  -0.57918,   1.37381,  -0.37883,  -0.54545,  -1.41496,   0.38315,   0.54543,   0.15612,   2.59653,   2.74174,  -2.71116
   4.94671,   2.87134,   0.11061,   0.11241,   0.88559,   0.16118,   0.00000,  -0.00557,  -0.00596,   0.00599,  -0.02179,   1.62906,  -0.42027,  -0.58238,   1.37262,  -0.38473,  -0.54888,  -1.41376,   0.38907,   0.54886,   0.15176,   2.59605,   2.74125,  -2.71502
   5.03972,   3.16150,   0.08866,   0.09099,   0.90740,   0.13797,   0.00000,  -0.00344,  -0.00372,   0.00374,  -0.01641,   1.62837,  -0.42374,  -0.58456,   1.37188,  -0.38848,  -0.55123,  -1.41301,   0.39284,   0.55123,   0.14848,   2.59576,   2.74096,  -2.71800
   1.21798,   0.07918,   0.74383,   0.70163,   0.29093,   0.96127,   1.00000,   0.00071,   0.00083,  -0.00081,   0.00144,   1.62852,  -0.42356,  -0.58454,   1.37204,  -0.38828,  -0.55121,  -1.41318,   0.39265,   0.55122,   0.14877,   2.59598,   2.74116,  -2.71791
   0.73252,   1.13208,   0.65847,   0.61387,   0.37718,   0.92524,   1.00000,   0.00302,   0.00336,  -0.00330,   0.00517,   1.62912,  -0.42312,  -0.58386,   1.37272,  -0.38779,  -0.55045,  -1.41384,   0.39216,   0.55047,   0.14980,   2.59666,   2.74179,  -2.71752
   5.76937,   3.13607,   0.06642,   0.06973,   0.92924,   0.11797,   0.00000,  -0.00198,  -0.00218,   0.00219,  -0.01228,   1.62872,  -0.42540,  -0.58510,   1.37228,  -0.39030,  -0.55182,  -1.41340,   0.39469,   0.55185,   0.14735,   2.59649,   2.74162,  -2.71980
   5.55726,   3.67962,   0.05274,   0.05587,   0.94325,   0.10641,   0.00000,  -0.00131,  -0.00146,   0.00147,  -0.01012,   1.62846,  -0.42686,  -0.58607,   1.37199,  -0.39193,  -0.55290,  -1.41310,   0.39633,   0.55293,   0.14532,   2.59639,   2.74151,  -2.72171
   0.32398,   0.03070,   0.81339,   0.77347,   0.21965,   0.97768,   1.00000,   0.00019,   0.00023,  -0.00023,   0.00049,   1.62850,  -0.42685,  -0.58606,   1.37203,  -0.39192,  -0.55290,  -1.41315,   0.39632,   0.55293,   0.14542,   2.59647,   2.74158,  -2.72169
   1.49934,  -0.61009,   0.79349,   0.75431,   0.23935,   0.97397,   1.00000,   0.00028,   0.00034,  -0.00033,   0.00066,   1.62856,  -0.42676,  -0.58610,   1.37210,  -0.39181,  -0.55294,  -1.41321,   0.39622,   0.55297,   0.14555,   2.59657,   2.74168,  -2.72166
   4.89927,   4.87317,   0.03494,   0.03761,   0.96168,   0.09297,   0.00000,  -0.00069,  -0.00078,   0.00079,  -0.00784,   1.62842,  -0.42744,  -0.58677,   1.37194,  -0.39258,  -0.55370,  -1.41306,   0.39699,   0.55374,   0.14398,   2.59652,   2.74162,  -2.72317
  -0.17565,   1.51257,   0.69338,   0.64643,   0.34407,   0.94157,   1.00000,   0.00177,   0.00201,  -0.00198,   0.00321,   1.62877,  -0.42750,  -0.58623,   1.37235,  -0.39265,  -0.55309,  -1.41345,   0.39706,   0.55314,   0.14463,   2.59696,   2.74204,  -2.72295
   1.74849,   1.11086,   0.55727,   0.51784,   0.47384,   0.84833,   1.00000,   0.01250,   0.01336,  -0.01325,   0.01952,   1.63127,  -0.42313,  -0.58345,   1.37502,  -0.38798,  -0.55012,  -1.41610,   0.39242,   0.55019,   0.14853,   2.59914,   2.74406,  -2.72110
   3.84859,   3.36780,   0.12324,   0.12230,   0.87513,   0.17124,   0.00000,  -0.00682,  -0.00716,   0.00723,  -0.02430,   1.62991,  -0.42838,  -0.58805,   1.37359,  -0.39349,  -0.55494,  -1.41466,   0.39799,   0.55506,   0.14367,   2.59854,   2.74347,  -2.72535
   1.48403,   1.16554,   0.57659,   0.53565,   0.45584,   0.86636,   1.00000,   0.00982,   0.01056,  -0.01046,   0.01547,   1.63187,  -0.42547,  -0.58576,   1.37570,  -0.39035,  -0.55248,  -1.41675,   0.39488,   0.55262,   0.14676,   2.60032,   2.74512,  -2.72394
   6.04297,   5.86439,   0.01244,   0.01444,   0.98538,   0.07832,   0.00000,  -0.00018,  -0.00022,   0.00022,  -0.00565,   1.63184,  -0.42568,  -0.58597,   1.37566,  -0.39062,  -0.55274,  -1.41670,   0.39515,   0.55288,   0.14563,   2.60031,   2.74511,  -2.72505
   0.87842,   7.07481,   0.05276,   0.05325,   0.94490,   0.10472,   0.00000,  -0.00128,  -0.00136,   0.00139,  -0.00982,   1.63158,  -0.42591,  -0.58778,   1.37538,  -0.39086,  -0.55466,  -1.41642,   0.39539,   0.55485,   0.14367,   2.60021,   2.74500,  -2.72691
   1.52724,   0.60771,   0.65111,   0.60859,   0.38335,   0.92143,   1.00000,   0.00336,   0.00372,  -0.00367,   0.00569,   1.63225,  -0.42488,  -0.58737,   1.37613,  -0.38972,  -0.55421,  -1.41716,   0.39427,   0.55441,   0.14481,   2.60095,   2.74570,  -2.72647
  -2.76545,   6.20050,   0.30264,   0.27240,   0.71710,   0.43162,   0.00000,  -0.05812,  -0.05762,   0.05857,  -0.10589,   1.62063,  -0.39273,  -0.65945,   1.36460,  -0.35785,  -0.62567,  -1.40544,   0.36188,   0.62704,   0.12363,   2.59454,   2.73993,  -2.74166
   1.73595,   0.88645,   0.58766,   0.54705,   0.44488,   0.87297,   1.00000,   0.00886,   0.00956,  -0.00954,   0.01409,   1.62240,  -0.38966,  -0.65788,   1.36652,  -0.35453,  -0.62397,  -1.40735,   0.35857,   0.62535,   0.12645,   2.59619,   2.74147,  -2.74040
   2.94813,   0.47944,   0.53947,   0.50554,   0.48740,   0.82882,   1.00000,   0.01567,   0.01664,  -0.01663,   0.02429,   1.62553,  -0.38042,  -0.65638,   1.36985,  -0.34472,  -0.62237,  -1.41068,   0.34877,   0.62375,   0.13130,   2.59881,   2.74392,  -2.73804
   7.15074,   3.11926,   0.04140,   0.04580,   0.95386,   0.09560,   0.00000,  -0.00085,  -0.00099,   0.00100,  -0.00827,   1.62536,  -0.38164,  -0.65691,   1.36965,  -0.34614,  -0.62299,  -1.41048,   0.35019,   0.62437,   0.12965,   2.59874,   2.74385,  -2.73961
   9.76981,   1.61440,   0.04055,   0.04663,   0.95342,   0.09543,   0.00000,  -0.00083,  -0.00100,   0.00100,  -0.00824,   1.62520,  -0.38327,  -0.65718,   1.36945,  -0.34810,  -0.62332,  -1.41028,   0.35215,   0.62470,   0.12800,   2.59868,   2.74377,  -2.74119
   0.64361,  -0.64306,   0.85829,   0.82437,   0.17004,   0.98454,   1.00000,   0.00007,   0.00009,  -0.00009,   0.00024,   1.62521,  -0.38326,  -0.65719,   1.36946,  -0.34809,  -0.62333,  -1.41030,   0.35214,   0.62471,   0.12805,   2.59872,   2.74381,  -2.74118
  -0.05353,   1.53116,   0.65463,   0.60675,   0.38400,   0.91994,   1.00000,   0.00346,   0.00386,  -0.00382,   0.00590,   1.62590,  -0.38330,  -0.65613,   1.37024,  -0.34813,  -0.62215,  -1.41106,   0.35218,   0.62354,   0.12923,   2.59949,   2.74453,  -2.74072
   0.43518,   2.19642,   0.50449,   0.46313,   0.52791,   0.77986,   1.00000,   0.02456,   0.02579,  -0.02581,   0.03779,   1.63082,  -0.38116,  -0.64534,   1.37539,  -0.34588,  -0.61082,  -1.41622,   0.34993,   0.61220,   0.13679,   2.60330,   2.74803,  -2.73673
   1.11864,   3.42709,   0.26753,   0.24883,   0.74522,   0.37228,   0.00000,  -0.04438,  -0.04469,   0.04521,  -0.08700,   1.62194,  -0.39109,  -0.67576,   1.36646,  -0.35588,  -0.64145,  -1.40718,   0.36005,   0.64318,   0.11939,   2.59865,   2.74370,  -2.74970
   3.83520,   0.45397,   0.45395,   0.42810,   0.56602,   0.71447,   0.00000,  -0.09389,  -0.09791,   0.09845,  -0.14575,   1.60316,  -0.46310,  -0.68428,   1.34688,  -0.43098,  -0.65034,  -1.38749,   0.43556,   0.65212,   0.09024,   2.58542,   2.73122,  -2.76620
   1.29800,   2.36371,   0.35083,   0.32088,   0.67245,   0.50338,   1.00000,   0.07310,   0.07389,  -0.07564,   0.12415,   1.61778,  -0.44413,  -0.64972,   1.36165,  -0.41180,  -0.61541,  -1.40262,   0.41592,   0.61636,   0.11507,   2.59413,   2.73919,  -2.74950
   2.45180,   1.34724,   0.41424,   0.38294,   0.61005,   0.63675,   1.00000,   0.05289,   0.05438,  -0.05496,   0.08402,   1.62836,  -0.41819,  -0.63547,   1.37253,  -0.38513,  -0.60075,  -1.41361,   0.38897,   0.60155,   0.13187,   2.60109,   2.74562,  -2.73925
   0.32279,   0.50233,   0.76390,   0.72040,   0.27173,   0.96618,   1.00000,   0.00052,   0.00061,  -0.00060,   0.00110,   1.62846,  -0.41816,  -0.63542,   1.37265,  -0.38509,  -0.60069,  -1.41373,   0.38893,   0.60149,   0.13209,   2.60126,   2.74578,  -2.73919
   0.90675,   0.79517,   0.67788,   0.63317,   0.35829,   0.93417,   1.00000,   0.00230,   0.00258,  -0.00255,   0.00405,   1.62892,  -0.41774,  -0.63506,   1.37317,  -0.38462,  -0.60028,  -1.41424,   0.38847,   0.60109,   0.13290,   2.60181,   2.74629,  -2.73890
  10.39342,   2.79854,   0.01110,   0.01333,   0.98669,   0.07557,   0.00000,  -0.00015,  -0.00019,   0.00019,  -0.00528,   1.62889,  -0.41806,  -0.63514,   1.37313,  -0.38502,  -0.60039,  -1.41420,   0.38887,   0.60119,   0.13185,   2.60179,   2.74628,  -2.73994
   6.34693,   0.21951,   0.23796,   0.23106,   0.76600,   0.32887,   0.00000,  -0.03425,  -0.03542,   0.03565,  -0.07259,   1.62204,  -0.46153,  -0.63664,   1.36605,  -0.42998,  -0.60194,  -1.40708,   0.43412,   0.60276,   0.11733,   2.59834,   2.74292,  -2.75106
   3.35930,   1.27886,   0.32245,   0.29981,   0.69468,   0.46665,   0.00000,  -0.06593,  -0.06688,   0.06777,  -0.11614,   1.60886,  -0.50582,  -0.65351,   1.35267,  -0.47491,  -0.61905,  -1.39352,   0.47965,   0.62009,   0.09410,   2.59085,   2.73596,  -2.76720
   0.83049,   2.65015,   0.36746,   0.33575,   0.65660,   0.53688,   1.00000,   0.06934,   0.07026,  -0.07185,   0.11515,   1.62273,  -0.49431,  -0.61675,   1.36672,  -0.46324,  -0.58181,  -1.40789,   0.46772,   0.58201,   0.11713,   2.59931,   2.74369,  -2.75208
   1.43083,   5.39832,   0.08211,   0.08040,   0.91707,   0.12210,   0.00000,  -0.00256,  -0.00266,   0.00274,  -0.01309,   1.62221,  -0.49504,  -0.61952,   1.36619,  -0.46400,  -0.58467,  -1.40734,   0.46850,   0.58497,   0.11451,   2.59910,   2.74348,  -2.75448
   2.90832,   4.16981,   0.08311,   0.08157,   0.91640,   0.12240,   0.00000,  -0.00260,  -0.00270,   0.00277,  -0.01315,   1.62169,  -0.49656,  -0.62169,   1.36565,  -0.46557,  -0.58693,  -1.40679,   0.47011,   0.58728,   0.11188,   2.59888,   2.74327,  -2.75689
  -0.06855,  -0.00247,   0.83987,   0.80203,   0.19147,   0.98142,   1.00000,   0.00012,   0.00015,  -0.00014,   0.00034,   1.62172,  -0.49656,  -0.62169,   1.36568,  -0.46557,  -0.58693,  -1.40682,   0.47012,   0.58728,   0.11195,   2.59894,   2.74332,  -2.75688
   1.60399,   3.72885,   0.18348,   0.17227,   0.82305,   0.23011,   1.00000,   0.05311,   0.05335,  -0.05476,   0.13639,   1.63234,  -0.47952,  -0.58209,   1.37635,  -0.44846,  -0.54714,  -1.41777,   0.45255,   0.54644,   0.13923,   2.60394,   2.74802,  -2.73443
   0.72943,  -1.46479,   0.89428,   0.86421,   0.13146,   0.98883,   1.00000,   0.00003,   0.00004,  -0.00004,   0.00012,   1.63234,  -0.47952,  -0.58210,   1.37636,  -0.44845,  -0.54715,  -1.41778,   0.45254,   0.54645,   0.13925,   2.60396,   2.74804,  -2.73442
   8.07887,   2.44050,   0.02503,   0.02707,   0.97267,   0.08464,   0.00000,  -0.00042,  -0.00047,   0.00048,  -0.00656,   1.63226,  -0.48019,  -0.58230,   1.37627,  -0.44922,  -0.54738,  -1.41768,   0.45331,   0.54669,   0.13794,   2.60393,   2.74801,  -2.73570
   5.05919,   3.19751,   0.06544,   0.06619,   0.93237,   0.11300,   0.00000,  -0.00180,  -0.00192,   0.00195,  -0.01133,   1.63190,  -0.48201,  -0.58345,   1.37588,  -0.45117,  -0.54861,  -1.41729,   0.45529,   0.54794,   0.13568,   2.60378,   2.74786,  -2.73781
   8.50535,   1.53195,   0.03352,   0.03551,   0.96424,   0.08953,   0.00000,  -0.00062,  -0.00069,   0.00069,  -0.00730,   1.63178,  -0.48306,  -0.58364,   1.37574,  -0.45233,  -0.54882,  -1.41715,   0.45646,   0.54815,   0.13422,   2.60373,   2.74780,  -2.73922
   0.61952,   1.06865,   0.67014,   0.62458,   0.36619,   0.93036,   1.00000,   0.00260,   0.00291,  -0.00287,   0.00451,   1.63230,  -0.48274,  -0.58309,   1.37633,  -0.45197,  -0.54820,  -1.41773,   0.45611,   0.54753,   0.13512,   2.60434,   2.74837,  -2.73889
   5.86742,   2.19519,   0.07726,   0.07734,   0.92132,   0.12191,   0.00000,  -0.00242,  -0.00256,   0.00259,  -0.01305,   1.63181,  -0.48558,  -0.58415,   1.37581,  -0.45498,  -0.54932,  -1.41721,   0.45915,   0.54867,   0.13251,   2.60414,   2.74817,  -2.74129
   0.75251,   1.67482,   0.57152,   0.52833,   0.46188,   0.85895,   1.00000,   0.01090,   0.01170,  -0.01164,   0.01709,   1.63399,  -0.48394,  -0.58050,   1.37815,  -0.45322,  -0.54540,  -1.41954,   0.45739,   0.54477,   0.13593,   2.60609,   2.74997,  -2.73971
   8.02268,   2.76237,   0.02079,   0.02266,   0.97713,   0.08131,   0.00000,  -0.00032,  -0.00037,   0.00037,  -0.00607,   1.63393,  -0.48446,  -0.58068,   1.37808,  -0.45381,  -0.54561,  -1.41946,   0.45799,   0.54498,   0.13471,   2.60606,   2.74994,  -2.74090
   2.74471,   6.06841,   0.03844,   0.03998,   0.95870,   0.09255,   0.00000,  -0.00075,  -0.00082,   0.00084,  -0.00777,   1.63378,  -0.48487,  -0.58159,   1.37792,  -0.45426,  -0.54660,  -1.41929,   0.45845,   0.54600,   0.13316,   2.60600,   2.74988,  -2.74239
   1.06677,  -0.11409,   0.76547,   0.72226,   0.27041,   0.96683,   1.00000,   0.00050,   0.00059,  -0.00058,   0.00106,   1.63388,  -0.48476,  -0.58160,   1.37803,  -0.45413,  -0.54662,  -1.41941,   0.45833,   0.54601,   0.13337,   2.60617,   2.75004,  -2.74233
   2.55205,   1.29539,   0.41177,   0.38012,   0.61244,   0.63930,   1.00000,   0.05250,   0.05390,  -0.05414,   0.08317,   1.64438,  -0.45797,  -0.56800,   1.38881,  -0.42663,  -0.53265,  -1.43024,   0.43070,   0.53199,   0.15001,   2.61302,   2.75636,  -2.73215
   4.61460,   0.47097,   0.32378,   0.30349,   0.69164,   0.48573,   0.00000,  -0.06942,  -0.07069,   0.07070,  -0.12133,   1.63049,  -0.52203,  -0.57454,   1.37467,  -0.49187,  -0.53931,  -1.41610,   0.49595,   0.53865,   0.12574,   2.60516,   2.74899,  -2.74893
   0.79193,   1.61962,   0.57115,   0.52789,   0.46234,   0.85741,   1.00000,   0.01112,   0.01194,  -0.01191,   0.01743,   1.63272,  -0.52027,  -0.57093,   1.37706,  -0.48998,  -0.53544,  -1.41848,   0.49406,   0.53479,   0.12923,   2.60715,   2.75084,  -2.74732
   2.21822,   3.33430,   0.19388,   0.18315,   0.81163,   0.25138,   0.00000,  -0.01928,  -0.01947,   0.01987,  -0.04731,   1.62886,  -0.52882,  -0.58379,   1.37317,  -0.49862,  -0.54843,  -1.41451,   0.50288,   0.54804,   0.11977,   2.60532,   2.74910,  -2.75500
   0.96081,  -0.20828,   0.77597,   0.73269,   0.26009,   0.96890,   1.00000,   0.00042,   0.00050,  -0.00050,   0.00094,   1.62895,  -0.52874,  -0.58380,   1.37327,  -0.49852,  -0.54845,  -1.41461,   0.50278,   0.54806,   0.11995,   2.60546,   2.74924,  -2.75495
   6.50996,   6.27405,   0.00417,   0.00490,   0.99502,   0.06934,   0.00000,  -0.00005,  -0.00006,   0.00006,  -0.00447,   1.62894,  -0.52880,  -0.58386,   1.37326,  -0.49860,  -0.54852,  -1.41459,   0.50286,   0.54814,   0.11906,   2.60546,   2.74924,  -2.75584
   1.50937,   0.99343,   0.56236,   0.51893,   0.47227,   0.84677,   1.00000,   0.01275,   0.01365,  -0.01366,   0.01988,   1.63149,  -0.52495,  -0.58133,   1.37599,  -0.49448,  -0.54581,  -1.41732,   0.49874,   0.54542,   0.12303,   2.60769,   2.75130,  -2.75396
   0.34367,   1.92777,   0.58186,   0.53839,   0.45154,   0.86739,   1.00000,   0.00968,   0.01043,  -0.01040,   0.01525,   1.63342,  -0.52429,  -0.57760,   1.37807,  -0.49376,  -0.54179,  -1.41940,   0.49802,   0.54141,   0.12609,   2.60947,   2.75294,  -2.75258
   2.26560,   0.42719,   0.54955,   0.50699,   0.48505,   0.83489,   1.00000,   0.01470,   0.01566,  -0.01565,   0.02276,   1.63636,  -0.51763,  -0.57634,   1.38121,  -0.48666,  -0.54045,  -1.42253,   0.49093,   0.54008,   0.13064,   2.61197,   2.75525,  -2.75037
   1.54553,   1.35083,   0.51445,   0.47477,   0.51644,   0.79610,   1.00000,   0.02160,   0.02274,  -0.02273,   0.03310,   1.64068,  -0.51095,  -0.57051,   1.38575,  -0.47963,  -0.53431,  -1.42708,   0.48391,   0.53393,   0.13726,   2.61538,   2.75839,  -2.74696
   0.40077,   3.16982,   0.40794,   0.37751,   0.61285,   0.63691,   1.00000,   0.05304,   0.05443,  -0.05472,   0.08397,   1.65129,  -0.50670,  -0.53688,   1.39664,  -0.47527,  -0.49980,  -1.43803,   0.47952,   0.49924,   0.15405,   2.62223,   2.76473,  -2.73666
   1.40636,  -0.33104,   0.75332,   0.70965,   0.28314,   0.96499,   1.00000,   0.00058,   0.00067,  -0.00066,   0.00118,   1.65141,  -0.50654,  -0.53692,   1.39677,  -0.47508,  -0.49985,  -1.43816,   0.47933,   0.49928,   0.15429,   2.62240,   2.76490,  -2.73660
  -1.55727,   1.73808,   0.81862,   0.78037,   0.21135,   0.97977,   1.00000,   0.00016,   0.00019,  -0.00018,   0.00040,   1.65144,  -0.50659,  -0.53687,   1.39681,  -0.47514,  -0.49978,  -1.43819,   0.47939,   0.49922,   0.15437,   2.62247,   2.76496,  -2.73658
   0.42520,   1.15096,   0.69384,   0.65012,   0.34079,   0.94474,   1.00000,   0.00161,   0.00181,  -0.00177,   0.00288,   1.65176,  -0.50645,  -0.53650,   1.39717,  -0.47499,  -0.49936,  -1.43855,   0.47924,   0.49881,   0.15494,   2.62287,   2.76534,  -2.73638
   2.53523,   1.21198,   0.42986,   0.39837,   0.59411,   0.68099,   0.00000,  -0.09510,  -0.09805,   0.09762,  -0.14794,   1.63274,  -0.55467,  -0.55955,   1.37756,  -0.52470,  -0.52313,  -1.41902,   0.52874,   0.52247,   0.12536,   2.61015,   2.75355,  -2.75396
   0.84586,   1.71200,   0.55122,   0.50953,   0.48068,   0.83799,   1.00000,   0.01420,   0.01513,  -0.01512,   0.02199,   1.63558,  -0.55227,  -0.55469,   1.38059,  -0.52214,  -0.51795,  -1.42205,   0.52618,   0.51730,   0.12975,   2.61258,   2.75579,  -2.75185
   2.95424,   5.48605,   0.04570,   0.04727,   0.95122,   0.09637,   0.00000,  -0.00096,  -0.00104,   0.00107,  -0.00839,   1.63539,  -0.55283,  -0.55574,   1.38038,  -0.52276,  -0.51909,  -1.42183,   0.52681,   0.51847,   0.12808,   2.61250,   2.75571,  -2.75344
   2.22447,   4.84812,   0.09207,   0.09120,   0.90582,   0.13305,   0.00000,  -0.00335,  -0.00351,   0.00361,  -0.01535,   1.63472,  -0.55432,  -0.55899,   1.37968,  -0.52432,  -0.52249,  -1.42111,   0.52842,   0.52197,   0.12501,   2.61222,   2.75543,  -2.75622
   4.21042,   7.18973,   0.00885,   0.01011,   0.98961,   0.07232,   0.00000,  -0.00011,  -0.00013,   0.00014,  -0.00485,   1.63470,  -0.55442,  -0.55915,   1.37966,  -0.52443,  -0.52268,  -1.42109,   0.52853,   0.52217,   0.12404,   2.61221,   2.75542,  -2.75718
   6.87622,   4.31998,   0.01002,   0.01116,   0.98867,   0.07276,   0.00000,  -0.00013,  -0.00015,   0.00015,  -0.00491,   1.63467,  -0.55459,  -0.55926,   1.37963,  -0.52464,  -0.52281,  -1.42106,   0.52874,   0.52230,   0.12305,   2.61220,   2.75541,  -2.75816
   1.14698,   6.70902,   0.05989,   0.06124,   0.93640,   0.10579,   0.00000,  -0.00147,  -0.00159,   0.00164,  -0.01001,   1.63438,  -0.55493,  -0.56123,   1.37931,  -0.52500,  -0.52494,  -1.42073,   0.52912,   0.52450,   0.12105,   2.61208,   2.75529,  -2.76003
   3.16301,   5.11890,   0.04771,   0.04887,   0.94968,   0.09614,   0.00000,  -0.00099,  -0.00107,   0.00110,  -0.00836,   1.63418,  -0.55556,  -0.56225,   1.37909,  -0.52568,  -0.52604,  -1.42051,   0.52982,   0.52563,   0.11938,   2.61200,   2.75521,  -2.76162
   1.49432,  -0.38913,   0.73551,   0.68960,   0.30294,   0.95705,   1.00000,   0.00090,   0.00104,  -0.00103,   0.00177,   1.63436,  -0.55529,  -0.56232,   1.37930,  -0.52537,  -0.52612,  -1.42071,   0.52951,   0.52571,   0.11973,   2.61226,   2.75545,  -2.76151
  -1.32920,   6.82327,   0.18780,   0.18061,   0.81192,   0.24340,   0.00000,  -0.01786,  -0.01828,   0.01890,  -0.04482,   1.63079,  -0.55054,  -0.58669,   1.37565,  -0.52051,  -0.55106,  -1.41693,   0.52448,   0.55151,   0.11077,   2.61058,   2.75383,  -2.76879
   3.31366,   2.89538,   0.13099,   0.12514,   0.87190,   0.16565,   0.00000,  -0.00680,  -0.00690,   0.00708,  -0.02290,   1.62942,  -0.55505,  -0.59063,   1.37427,  -0.52508,  -0.55506,  -1.41552,   0.52918,   0.55561,   0.10619,   2.60998,   2.75326,  -2.77278
   2.58780,   4.24554,   0.08993,   0.08778,   0.90993,   0.12560,   0.00000,  -0.00295,  -0.00304,   0.00313,  -0.01379,   1.62884,  -0.55657,  -0.59313,   1.37366,  -0.52665,  -0.55764,  -1.41489,   0.53080,   0.55827,   0.10343,   2.60973,   2.75302,  -2.77529
  -0.28674,  -0.42082,   0.88473,   0.85313,   0.14161,   0.98748,   1.00000,   0.00004,   0.00005,  -0.00005,   0.00015,   1.62884,  -0.55658,  -0.59313,   1.37367,  -0.52666,  -0.55764,  -1.41490,   0.53080,   0.55827,   0.10346,   2.60976,   2.75304,  -2.77529
   1.33149,   0.46289,   0.64867,   0.60212,   0.38943,   0.91476,   1.00000,   0.00395,   0.00438,  -0.00439,   0.00665,   1.62963,  -0.55552,  -0.59277,   1.37455,  -0.52549,  -0.55724,  -1.41578,   0.52963,   0.55787,   0.10479,   2.61062,   2.75384,  -2.77477
   2.87256,   3.97358,   0.08935,   0.08713,   0.91071,   0.12466,   0.00000,  -0.00289,  -0.00298,   0.00307,  -0.01360,   1.62906,  -0.55718,  -0.59506,   1.37395,  -0.52720,  -0.55961,  -1.41516,   0.53140,   0.56030,   0.10207,   2.61037,   2.75361,  -2.77725
   0.64121,   1.78771,   0.55181,   0.50887,   0.48182,   0.83280,   1.00000,   0.01503,   0.01602,  -0.01614,   0.02328,   1.63206,  -0.55526,  -0.58969,   1.37715,  -0.52515,  -0.55388,  -1.41839,   0.52933,   0.55453,   0.10673,   2.61294,   2.75598,  -2.77500
   9.73135,   2.69765,   0.00467,   0.00534,   0.99467,   0.06745,   0.00000,  -0.00005,  -0.00006,   0.00006,  -0.00424,   1.63205,  -0.55536,  -0.58972,   1.37714,  -0.52527,  -0.55391,  -1.41838,   0.52945,   0.55457,   0.10588,   2.61294,   2.75597,  -2.77585
